date,station_id,station_name,latitude,longitude,state,city,PM2.5,PM10
2026-08-17,WB001,Kolkata_Victoria,22.54,88.34,West Bengal,Kolkata,93.41,146.84
2026-08-17,TN001,Chennai_Alandur,13.0,80.2,Tamil Nadu,Chennai,63.99,105.03
2026-08-17,KA001,Bengaluru_Silk_Board,12.92,77.62,Karnataka,Bengaluru,29.79,55.7
2026-08-17,TG001,Hyderabad_Sanathnagar,17.45,78.43,Telangana,Hyderabad,75.29,133.85
2026-08-17,BR001,Patna_Sanjay_Gandhi,25.6,85.1,Bihar,Patna,138.86,262.91
2026-08-17,UP001,Lucknow_Lalbagh,26.85,80.94,Uttar Pradesh,Lucknow,153.87,248.19
2026-08-17,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,Rajasthan,Jaipur,85.86,165.08
2026-08-17,GJ001,Ahmedabad_Maninagar,23.0,72.61,Gujarat,Ahmedabad,114.65,205.48
2026-08-18,DL001,Delhi_RK_Puram,28.56,77.18,Delhi,Delhi,189.04,292.0
2026-08-18,MH001,Mumbai_Bandra,19.05,72.84,Maharashtra,Mumbai,50.43,71.06
2026-08-18,WB001,Kolkata_Victoria,22.54,88.34,West Bengal,Kolkata,94.9,162.94
2026-08-18,TN001,Chennai_Alandur,13.0,80.2,Tamil Nadu,Chennai,66.14,126.79
2026-08-18,KA001,Bengaluru_Silk_Board,12.92,77.62,Karnataka,Bengaluru,26.17,45.9
2026-08-18,TG001,Hyderabad_Sanathnagar,17.45,78.43,Telangana,Hyderabad,38.73,76.51
2026-08-18,BR001,Patna_Sanjay_Gandhi,25.6,85.1,Bihar,Patna,137.23,274.21
2026-08-18,UP001,Lucknow_Lalbagh,26.85,80.94,Uttar Pradesh,Lucknow,140.44,211.42
2026-08-18,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,Rajasthan,Jaipur,85.94,143.7
2026-08-18,GJ001,Ahmedabad_Maninagar,23.0,72.61,Gujarat,Ahmedabad,74.59,120.83
2026-08-19,DL001,Delhi_RK_Puram,28.56,77.18,Delhi,Delhi,179.48,251.82
2026-08-19,MH001,Mumbai_Bandra,19.05,72.84,Maharashtra,Mumbai,78.49,138.58
2026-08-19,WB001,Kolkata_Victoria,22.54,88.34,West Bengal,Kolkata,97.65,195.11
2026-08-19,TN001,Chennai_Alandur,13.0,80.2,Tamil Nadu,Chennai,47.13,93.42
2026-08-19,KA001,Bengaluru_Silk_Board,12.92,77.62,Karnataka,Bengaluru,70.29,111.68
2026-08-19,TG001,Hyderabad_Sanathnagar,17.45,78.43,Telangana,Hyderabad,33.1,63.19
2026-08-19,BR001,Patna_Sanjay_Gandhi,25.6,85.1,Bihar,Patna,119.58,172.45
2026-08-19,UP001,Lucknow_Lalbagh,26.85,80.94,Uttar Pradesh,Lucknow,172.64,308.27
2026-08-19,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,Rajasthan,Jaipur,56.99,113.81
2026-08-19,GJ001,Ahmedabad_Maninagar,23.0,72.61,Gujarat,Ahmedabad,100.02,155.38
2026-08-20,DL001,Delhi_RK_Puram,28.56,77.18,Delhi,Delhi,184.36,353.85
2026-08-20,MH001,Mumbai_Bandra,19.05,72.84,Maharashtra,Mumbai,90.34,130.02
2026-08-20,WB001,Kolkata_Victoria,22.54,88.34,West Bengal,Kolkata,93.81,176.72
2026-08-20,TN001,Chennai_Alandur,13.0,80.2,Tamil Nadu,Chennai,47.12,75.04
2026-08-20,KA001,Bengaluru_Silk_Board,12.92,77.62,Karnataka,Bengaluru,16.89,25.15
2026-08-20,TG001,Hyderabad_Sanathnagar,17.45,78.43,Telangana,Hyderabad,47.09,90.19
2026-08-20,BR001,Patna_Sanjay_Gandhi,25.6,85.1,Bihar,Patna,126.34,231.57
2026-08-20,UP001,Lucknow_Lalbagh,26.85,80.94,Uttar Pradesh,Lucknow,154.4,291.4
2026-08-20,RJ001,Jaipur_Adarsh_Nagar,26.9,75.82,Rajasthan,Jaipur,84.6,163.04
2026-08-20,GJ001,Ahmedabad_Maninagar,23.0,72.61,Gujarat,Ahmedabad,77.02,121.78
